YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Total,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2016,2016,MO,Missouri,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(38.635790776, -92.566300053)",TV,TV2,Q066,VALUE,29,Total,Total,OVR,OVERALL
2011,2011,ID,Idaho,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.6,2.6,,,Total,"(43.682630005, -114.363730042)",BF,BF2,Q013,VALUE,16,Total,Total,OVR,OVERALL
2019,2019,MN,Minnesota,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(46.35564873600049, -94.79420050299967)",PA,PA2,Q052,VALUE,27,Total,Total,OVR,OVERALL
2008,2008,HI,Hawaii,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.5,2.5,,,Total,"(21.304850435, -157.857749403)",BF,BF2,Q013,VALUE,15,Total,Total,OVR,OVERALL
2012,2012,MI,Michigan,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Number of food hubs in each state,,Value,5,5,,,Total,"(44.661319543001, -84.71439027)",FV,FV2,Q025,VALUE,26,Total,Total,OVR,OVERALL
2017,2017,US,National,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,0,0,,,Total,,TV,TV2,Q066,VALUE,59,Total,Total,OVR,OVERALL
2016,2016,FL,Florida,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(28.932040377, -81.928960539)",TV,TV2,Q065,VALUE,12,Total,Total,OVR,OVERALL
2010,2010,US,National,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,0,0,,,Total,,SD,SD2,Q064,VALUE,59,Total,Total,OVR,OVERALL
2018,2018,MA,Massachusetts,CDC Maternity Practices in Infant Nutrition and Care Survey,Breastfeeding,Breastfeeding - Environmental or Policy Supports,Average Maternity Practice in Infant Nutrition and Care (mPINC) score among hospitals and birthing facilities,,Value,86,86,,,Total,"(42.27687047, -72.082690675)",BF,BF2,Q009,VALUE,25,Total,Total,OVR,OVERALL
2015,2015,AK,Alaska,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(64.845079957001, -147.722059036)",FV,FV2,Q033,VALUE,02,Total,Total,OVR,OVERALL
2016,2016,IL,Illinois,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(40.485010283, -88.997710178)",SD,SD2,Q064,VALUE,17,Total,Total,OVR,OVERALL
2012,2012,GA,Georgia,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.5,2.5,,,Total,"(32.839681093, -83.627580346)",BF,BF2,Q013,VALUE,13,Total,Total,OVR,OVERALL
2019,2019,NV,Nevada,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(39.493240390000494, -117.07184056399967)",TV,TV2,Q066,VALUE,32,Total,Total,OVR,OVERALL
2011,2011,AR,Arkansas,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,0.0,0,,,Total,"(34.748650124, -92.274490743)",BF,BF2,Q016,VALUE,05,Total,Total,OVR,OVERALL
2016,2016,CA,California,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(37.638640123, -120.999999538)",PA,PA2,Q052,VALUE,06,Total,Total,OVR,OVERALL
2015,2015,DC,District of Columbia,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(38.890371385, -77.031961127)",SD,SD2,Q064,VALUE,11,Total,Total,OVR,OVERALL
2012,2012,CT,Connecticut,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(41.56266102, -72.649840952)",PA,PA2,Q053,VALUE,09,Total,Total,OVR,OVERALL
2018,2018,IA,Iowa,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(42.46940091300047, -93.81649055599968)",FV,FV2,Q032,VALUE,19,Total,Total,OVR,OVERALL
2012,2012,MA,Massachusetts,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(42.27687047, -72.082690675)",SD,SD2,Q064,VALUE,25,Total,Total,OVR,OVERALL
2014,2014,MI,Michigan,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,32.2,32.2,,,Total,"(44.661319543001, -84.71439027)",SD,SD2,Q062,VALUE,26,Total,Total,OVR,OVERALL
2019,2019,DC,District of Columbia,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(38.89037138500049, -77.03196112699965)",SD,SD2,Q064,VALUE,11,Total,Total,OVR,OVERALL
2013,2013,IA,Iowa,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,0.6,0.6,,,Total,"(42.469400913, -93.816490556)",BF,BF2,Q014,VALUE,19,Total,Total,OVR,OVERALL
2016,2016,ID,Idaho,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,No,10002,,,Total,"(43.682630005, -114.363730042)",PA,PA2,Q053,VALUE,16,Total,Total,OVR,OVERALL
2015,2015,AZ,Arizona,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(34.86597028, -111.763811277)",PA,PA2,Q052,VALUE,04,Total,Total,OVR,OVERALL
2012,2012,WI,Wisconsin,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(44.393191174, -89.816370742)",SD,SD2,Q064,VALUE,55,Total,Total,OVR,OVERALL
2010,2010,ND,North Dakota,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,33.4,33.4,,,Total,"(47.475319779, -100.118421049)",SD,SD2,Q062,VALUE,38,Total,Total,OVR,OVERALL
2018,2018,MI,Michigan,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Number of local food policy councils in each state,,Value,15,15,,,Total,"(44.661319543001, -84.71439027)",FV,FV2,Q026,VALUE,26,Total,Total,OVR,OVERALL
2011,2011,MT,Montana,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(47.066528972, -109.424420645)",SD,SD2,Q064,VALUE,30,Total,Total,OVR,OVERALL
2019,2019,TX,Texas,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(31.827240407000488, -99.42677020599967)",FV,FV2,Q033,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,OR,Oregon,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(44.567449424, -120.155031326)",FV,FV2,Q033,VALUE,41,Total,Total,OVR,OVERALL
2017,2017,UT,Utah,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(39.360700171, -111.587130635)",SD,SD2,Q064,VALUE,49,Total,Total,OVR,OVERALL
2016,2016,GA,Georgia,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.8,2.8,,,Total,"(32.839681093, -83.627580346)",BF,BF2,Q013,VALUE,13,Total,Total,OVR,OVERALL
2016,2016,AZ,Arizona,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,3.7,3.7,,,Total,"(34.86597028, -111.763811277)",BF,BF2,Q013,VALUE,04,Total,Total,OVR,OVERALL
2015,2015,WI,Wisconsin,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(44.393191174, -89.816370742)",FV,FV2,Q033,VALUE,55,Total,Total,OVR,OVERALL
2013,2013,NV,Nevada,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,1.5,1.5,,,Total,"(39.49324039, -117.071840564)",BF,BF2,Q013,VALUE,32,Total,Total,OVR,OVERALL
2015,2015,ND,North Dakota,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(47.475319779, -100.118421049)",TV,TV2,Q065,VALUE,38,Total,Total,OVR,OVERALL
2012,2012,NJ,New Jersey,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,18.5,18.5,,,Total,"(40.130570048, -74.273691288)",SD,SD2,Q062,VALUE,34,Total,Total,OVR,OVERALL
2017,2017,MI,Michigan,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,"Number of farmers markets per 100,000 residents",,Value,3.4,3.4,,,Total,"(44.661319543001, -84.71439027)",FV,FV2,Q024,VALUE,26,Total,Total,OVR,OVERALL
2009,2009,NH,New Hampshire,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,5.8,5.8,,,Total,"(43.655950113, -71.50036092)",BF,BF2,Q016,VALUE,33,Total,Total,OVR,OVERALL
2010,2010,MA,Massachusetts,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,4.6,4.6,,,Total,"(42.27687047, -72.082690675)",BF,BF2,Q013,VALUE,25,Total,Total,OVR,OVERALL
2018,2018,WI,Wisconsin,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(44.39319117400049, -89.81637074199966)",TV,TV2,Q066,VALUE,55,Total,Total,OVR,OVERALL
2015,2015,TN,Tennessee,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(35.68094058, -85.774490914)",TV,TV2,Q065,VALUE,47,Total,Total,OVR,OVERALL
2017,2017,VA,Virginia,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,"Number of farmers markets per 100,000 residents",,Value,3,3,,,Total,"(37.542680674, -78.457890463)",FV,FV2,Q024,VALUE,51,Total,Total,OVR,OVERALL
2018,2018,HI,Hawaii,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Existence of state-level Food Policy Council,,Value,Yes,10001,,,Total,"(21.304850435, -157.857749403)",FV,FV2,Q022,VALUE,15,Total,Total,OVR,OVERALL
2016,2016,ID,Idaho,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(43.682630005, -114.363730042)",PA,PA2,Q052,VALUE,16,Total,Total,OVR,OVERALL
